dataset,idx_global,is_filtrada,k,percentil_dist,percentil_densidad,percentil_entropia,criterio_pureza,modo_espacial,radio_densidad,riesgo,densidad,entropia,proporcion_min,pasa_pureza,pasa_densidad,umbral_entropia,umbral_densidad,vecinos_all,dist_all,vecinos_min,dist_min,vecinos_validos_por_percentil,thr_dist_percentil,synthetics_from_this_seed,last_delta,last_neighbor_z,timestamp,clase_objetivo
wdbc,0,False,5,75.0,25.0,75.0,entropia,2d,1.0,0.2,0.4,0.7219280948873623,,False,True,0.0,0.0,"[383, 340, 346, 85, 15]",,"[383, 340, 346, 85, 8]",,4,2.157114632593742,0,,,2025-09-29T00:37:35.065601,1
wdbc,3,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[387, 444, 314, 373, 96]",,"[387, 444, 314, 373, 96]",,4,4.360157601979225,0,,,2025-09-29T00:37:35.065601,1
wdbc,4,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[189, 454, 293, 109, 377]",,"[189, 454, 293, 109, 377]",,4,2.9558347247120693,0,,,2025-09-29T00:37:35.065601,1
wdbc,5,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[24, 268, 170, 229, 95]",,"[24, 268, 170, 229, 95]",,4,14.27622934153111,1,0.4329311706285884,170.0,2025-09-29T00:37:35.065601,1
wdbc,7,False,5,75.0,25.0,75.0,entropia,2d,1.0,0.2,0.0,0.7219280948873623,,False,True,0.0,0.0,"[257, 295, 26, 56, 290]",,"[257, 26, 56, 290, 310]",,4,2.3307847652335973,0,,,2025-09-29T00:37:35.065601,1
wdbc,8,False,5,75.0,25.0,75.0,entropia,2d,1.0,0.4,0.6,0.9709505944546688,,False,True,0.0,0.0,"[58, 346, 53, 441, 84]",,"[58, 346, 53, 369, 0]",,4,2.16851672908144,0,,,2025-09-29T00:37:35.065601,1
wdbc,9,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[286, 152, 196, 4, 329]",,"[286, 152, 196, 4, 329]",,4,3.208827984996173,0,,,2025-09-29T00:37:35.065601,1
wdbc,10,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[131, 61, 212, 454, 270]",,"[131, 61, 212, 454, 270]",,4,3.485902229819895,0,,,2025-09-29T00:37:35.065601,1
wdbc,11,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[110, 283, 221, 29, 136]",,"[110, 283, 221, 29, 136]",,4,4.181013240348693,0,,,2025-09-29T00:37:35.065601,1
wdbc,13,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[106, 414, 435, 380, 179]",,"[106, 414, 435, 380, 179]",,4,3.6131829685650554,0,,,2025-09-29T00:37:35.065601,1
wdbc,22,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[293, 318, 199, 377, 410]",,"[293, 318, 199, 377, 410]",,4,3.5076932622985377,1,0.43467293070155444,199.0,2025-09-29T00:37:35.065601,1
wdbc,24,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[5, 221, 29, 229, 315]",,"[5, 221, 29, 229, 315]",,4,12.917838051546532,0,,,2025-09-29T00:37:35.065601,1
wdbc,26,True,5,75.0,25.0,75.0,entropia,2d,1.0,0.0,0.4,0.0,,True,True,0.0,0.0,"[257, 290, 281, 310, 56]",,"[257, 290, 281, 310, 56]",,4,2.0929172058822116,0,,,2025-09-29T00:37:35.065601,1
