dataset,idx_global,is_filtrada,k,percentil_dist,percentil_densidad,percentil_entropia,criterio_pureza,modo_espacial,radio_densidad,riesgo,densidad,entropia,proporcion_min,pasa_pureza,pasa_densidad,umbral_entropia,umbral_densidad,vecinos_all,dist_all,vecinos_min,dist_min,vecinos_validos_por_percentil,thr_dist_percentil,synthetics_from_this_seed,last_delta,last_neighbor_z,timestamp,clase_objetivo
glass,7,True,5,75.0,50.0,75.0,entropia,2d,1.0,0.8,1.0,0.7219280948873623,,True,True,0.7219280948873623,1.0,"[121, 120, 150, 6, 31]",,"[121, 45, 139, 9, 102]",,4,0.8161088220553884,3,0.560439396150808,121.0,2025-09-29T00:37:39.990090,3
glass,9,True,5,75.0,50.0,75.0,entropia,2d,1.0,1.0,1.0,0.0,,True,True,0.7219280948873623,1.0,"[76, 16, 74, 37, 111]",,"[143, 139, 102, 153, 121]",,4,0.5837685871344127,3,0.5789654700855298,16.0,2025-09-29T00:37:39.990090,3
glass,15,False,5,75.0,50.0,75.0,entropia,2d,1.0,1.0,0.0,0.0,,True,False,0.7219280948873623,1.0,"[50, 159, 10, 13, 26]",,"[163, 169, 58, 45, 168]",,4,1.5763796645421633,0,,,2025-09-29T00:37:39.990090,3
glass,21,False,5,75.0,50.0,75.0,entropia,2d,1.0,0.8,0.2,0.7219280948873623,,True,False,0.7219280948873623,1.0,"[161, 167, 168, 123, 1]",,"[168, 58, 7, 121, 45]",,5,0.8820956202336345,0,,,2025-09-29T00:37:39.990090,3
glass,45,False,5,75.0,50.0,75.0,entropia,2d,1.0,0.6,1.0,0.9709505944546688,,False,True,0.7219280948873623,1.0,"[77, 107, 7, 121, 29]",,"[7, 121, 169, 139, 9]",,4,1.015355534006097,0,,,2025-09-29T00:37:39.990090,3
glass,58,True,5,75.0,50.0,75.0,entropia,2d,1.0,1.0,1.0,0.0,,True,True,0.7219280948873623,1.0,"[71, 103, 79, 83, 90]",,"[102, 139, 143, 9, 7]",,4,0.9574600932486723,5,0.4341048247374583,79.0,2025-09-29T00:37:39.990090,3
glass,102,True,5,75.0,50.0,75.0,entropia,2d,1.0,0.8,1.0,0.7219280948873623,,True,True,0.7219280948873623,1.0,"[139, 97, 17, 71, 132]",,"[139, 143, 9, 58, 7]",,4,0.4762486808158445,9,0.5085392166316497,71.0,2025-09-29T00:37:39.990090,3
glass,121,True,5,75.0,50.0,75.0,entropia,2d,1.0,0.8,1.0,0.7219280948873623,,True,True,0.7219280948873623,1.0,"[7, 120, 150, 31, 6]",,"[7, 45, 9, 139, 102]",,4,0.7528594013729141,1,0.47135066533871783,31.0,2025-09-29T00:37:39.990090,3
glass,139,True,5,75.0,50.0,75.0,entropia,2d,1.0,0.8,1.0,0.7219280948873623,,True,True,0.7219280948873623,1.0,"[102, 97, 132, 17, 124]",,"[102, 143, 9, 58, 7]",,4,0.38688552012503286,3,0.5843748470046234,132.0,2025-09-29T00:37:39.990090,3
glass,143,True,5,75.0,50.0,75.0,entropia,2d,1.0,1.0,1.0,0.0,,True,True,0.7219280948873623,1.0,"[63, 76, 110, 147, 111]",,"[139, 9, 102, 153, 58]",,4,0.5109725664891919,6,0.5550265646722229,76.0,2025-09-29T00:37:39.990090,3
