dataset,idx_global,is_filtrada,k,percentil_dist,percentil_densidad,percentil_entropia,criterio_pureza,modo_espacial,radio_densidad,riesgo,densidad,entropia,proporcion_min,pasa_pureza,pasa_densidad,umbral_entropia,umbral_densidad,vecinos_all,dist_all,vecinos_min,dist_min,vecinos_validos_por_percentil,thr_dist_percentil,synthetics_from_this_seed,last_delta,last_neighbor_z,timestamp,clase_objetivo
glass,7,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,1.0,0.7219280948873623,,True,True,0.7219280948873623,1.0,"[121, 120, 150, 6, 31]",,"[121, 45, 139, 9, 102]",,3,0.7188030116408483,4,0.5580351081062411,150.0,2025-09-29T00:37:40.650082,3
glass,9,True,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,1.0,0.0,,True,True,0.7219280948873623,1.0,"[76, 16, 74, 37, 111]",,"[143, 139, 102, 153, 121]",,3,0.5765435063524058,4,0.48503117489824893,16.0,2025-09-29T00:37:40.650082,3
glass,15,False,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,0.0,0.0,,True,False,0.7219280948873623,1.0,"[50, 159, 10, 13, 26]",,"[163, 169, 58, 45, 168]",,3,1.5354786819005746,0,,,2025-09-29T00:37:40.650082,3
glass,21,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,0.2,0.7219280948873623,,True,False,0.7219280948873623,1.0,"[161, 167, 168, 123, 1]",,"[168, 58, 7, 121, 45]",,3,0.7553792977804442,0,,,2025-09-29T00:37:40.650082,3
glass,45,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.6,1.0,0.9709505944546688,,False,True,0.7219280948873623,1.0,"[77, 107, 7, 121, 29]",,"[7, 121, 169, 139, 9]",,3,0.9643759308650648,0,,,2025-09-29T00:37:40.650082,3
glass,58,True,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,1.0,0.0,,True,True,0.7219280948873623,1.0,"[71, 103, 79, 83, 90]",,"[102, 139, 143, 9, 7]",,3,0.9219694314401171,3,0.47821212151464815,103.0,2025-09-29T00:37:40.650082,3
glass,102,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,1.0,0.7219280948873623,,True,True,0.7219280948873623,1.0,"[139, 97, 17, 71, 132]",,"[139, 143, 9, 58, 7]",,3,0.30986970738125885,8,0.5630922856909668,17.0,2025-09-29T00:37:40.650082,3
glass,121,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,1.0,0.7219280948873623,,True,True,0.7219280948873623,1.0,"[7, 120, 150, 31, 6]",,"[7, 45, 9, 139, 102]",,3,0.7350731770769507,2,0.5930510614528276,120.0,2025-09-29T00:37:40.650082,3
glass,139,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,1.0,0.7219280948873623,,True,True,0.7219280948873623,1.0,"[102, 97, 132, 17, 124]",,"[102, 143, 9, 58, 7]",,3,0.3682554256573937,1,0.5135400655639983,97.0,2025-09-29T00:37:40.650082,3
glass,143,True,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,1.0,0.0,,True,True,0.7219280948873623,1.0,"[63, 76, 110, 147, 111]",,"[139, 9, 102, 153, 58]",,3,0.466880727756286,8,0.5544489538593315,63.0,2025-09-29T00:37:40.650082,3
glass,153,True,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,1.0,0.0,,True,True,0.7219280948873623,1.0,"[160, 74, 16, 111, 128]",,"[9, 143, 139, 102, 121]",,3,0.8513187214136887,4,0.4542698063547792,160.0,2025-09-29T00:37:40.650082,3
glass,163,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,0.0,0.7219280948873623,,True,False,0.7219280948873623,1.0,"[4, 15, 106, 115, 151]",,"[15, 45, 169, 21, 168]",,3,2.5488143551159124,0,,,2025-09-29T00:37:40.650082,3
glass,168,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,0.2,0.7219280948873623,,True,False,0.7219280948873623,1.0,"[123, 1, 21, 167, 161]",,"[21, 58, 7, 121, 45]",,3,0.7553792977804442,0,,,2025-09-29T00:37:40.650082,3
glass,169,False,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,0.6,0.0,,True,False,0.7219280948873623,1.0,"[75, 36, 29, 69, 73]",,"[45, 139, 121, 7, 9]",,3,0.9985459325462515,0,,,2025-09-29T00:37:40.650082,3
glass,25,False,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,0.0,0.0,,True,False,0.9086949695628421,0.2,"[122, 114, 134, 112, 125]",,"[94, 156, 118, 104, 81]",,3,5.858822564490876,0,,,2025-09-29T00:37:40.700464,5
glass,60,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.2,0.2,0.7219280948873623,,True,True,0.9086949695628421,0.2,"[156, 94, 87, 109, 162]",,"[156, 94, 87, 109, 81]",,3,2.3008901008490206,0,,,2025-09-29T00:37:40.700464,5
glass,81,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.6,0.0,0.9709505944546688,,False,False,0.9086949695628421,0.2,"[157, 54, 162, 60, 94]",,"[60, 94, 87, 129, 109]",,3,2.3781486454870766,0,,,2025-09-29T00:37:40.700464,5
glass,87,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.4,0.2,0.9709505944546688,,False,True,0.9086949695628421,0.2,"[109, 94, 60, 66, 30]",,"[109, 94, 60, 81, 156]",,3,2.3008901008490206,0,,,2025-09-29T00:37:40.700464,5
glass,94,False,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,0.0,0.0,,True,False,0.9086949695628421,0.2,"[66, 141, 30, 121, 74]",,"[87, 60, 156, 109, 81]",,3,1.6472968703090891,0,,,2025-09-29T00:37:40.700464,5
glass,104,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,0.0,0.7219280948873623,,True,False,0.9086949695628421,0.2,"[25, 122, 0, 44, 22]",,"[25, 156, 94, 118, 87]",,3,9.207417917519324,0,,,2025-09-29T00:37:40.700464,5
glass,109,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.2,0.2,0.7219280948873623,,True,True,0.9086949695628421,0.2,"[87, 60, 94, 66, 156]",,"[87, 60, 94, 156, 81]",,3,2.7271522404792217,0,,,2025-09-29T00:37:40.700464,5
glass,118,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,0.0,0.7219280948873623,,True,False,0.9086949695628421,0.2,"[151, 4, 52, 64, 129]",,"[129, 94, 87, 81, 156]",,3,3.5403012188562766,0,,,2025-09-29T00:37:40.700464,5
glass,129,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,0.0,0.7219280948873623,,True,False,0.9086949695628421,0.2,"[11, 89, 140, 27, 60]",,"[60, 81, 94, 118, 87]",,3,2.942523047510092,0,,,2025-09-29T00:37:40.700464,5
glass,156,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.6,0.2,0.9709505944546688,,False,True,0.9086949695628421,0.2,"[60, 94, 66, 141, 162]",,"[60, 94, 87, 109, 129]",,3,2.547409594603133,0,,,2025-09-29T00:37:40.700464,5
glass,23,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.8,0.0,0.7219280948873623,,True,False,0.9709505944546688,0.6,"[67, 34, 96, 116, 148]",,"[96, 51, 170, 155, 149]",,3,6.0596907586248685,0,,,2025-09-29T00:37:40.723714,6
glass,51,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.2,0.6,0.7219280948873623,,True,True,0.9709505944546688,0.6,"[170, 162, 149, 155, 157]",,"[170, 162, 149, 155, 96]",,3,1.7210647017116611,0,,,2025-09-29T00:37:40.723714,6
glass,96,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.4,0.0,0.9709505944546688,,True,False,0.9709505944546688,0.6,"[54, 155, 157, 51, 162]",,"[155, 51, 162, 149, 170]",,3,2.753046955747242,0,,,2025-09-29T00:37:40.723714,6
glass,149,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.6,0.6,0.9709505944546688,,True,True,0.9709505944546688,0.6,"[170, 155, 48, 121, 7]",,"[170, 155, 51, 162, 96]",,3,1.344289895892408,0,,,2025-09-29T00:37:40.723714,6
glass,155,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.6,0.4,0.9709505944546688,,True,False,0.9709505944546688,0.6,"[149, 58, 30, 170, 48]",,"[149, 170, 51, 162, 96]",,3,1.3559413002318346,0,,,2025-09-29T00:37:40.723714,6
glass,162,False,5,50.0,75.0,75.0,entropia,2d,1.0,0.4,0.2,0.9709505944546688,,True,False,0.9709505944546688,0.6,"[51, 157, 149, 170, 28]",,"[51, 149, 170, 155, 96]",,3,2.2374820460564573,0,,,2025-09-29T00:37:40.723714,6
glass,170,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.4,0.6,0.9709505944546688,,True,True,0.9709505944546688,0.6,"[149, 51, 155, 48, 142]",,"[149, 51, 155, 162, 96]",,3,1.3904879512591608,0,,,2025-09-29T00:37:40.723714,6
glass,0,False,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,0.0,0.0,,True,False,0.0,1.0,"[156, 60, 82, 66, 152]",,"[98, 8, 12, 92, 34]",,3,4.783637926459945,0,,,2025-09-29T00:37:40.777233,7
glass,8,False,5,50.0,75.0,75.0,entropia,2d,1.0,1.0,0.0,0.0,,True,False,0.0,1.0,"[46, 150, 32, 120, 53]",,"[98, 38, 28, 116, 14]",,3,1.4858066535973735,0,,,2025-09-29T00:37:40.777233,7
glass,12,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.0,1.0,0.0,,True,True,0.0,1.0,"[92, 166, 88, 28, 34]",,"[92, 166, 88, 28, 34]",,3,1.1889773334939922,0,,,2025-09-29T00:37:40.777745,7
glass,14,True,5,50.0,75.0,75.0,entropia,2d,1.0,0.0,1.0,0.0,,True,True,0.0,1.0,"[105, 146, 125, 165, 127]",,"[105, 146, 125, 165, 127]",,3,1.5090353997195989,2,0.48503117489824893,146.0,2025-09-29T00:37:40.777784,7
