dataset,idx_global,is_filtrada,k,percentil_dist,percentil_densidad,percentil_entropia,criterio_pureza,modo_espacial,radio_densidad,riesgo,densidad,entropia,proporcion_min,pasa_pureza,pasa_densidad,umbral_entropia,umbral_densidad,vecinos_all,dist_all,vecinos_min,dist_min,vecinos_validos_por_percentil,thr_dist_percentil,synthetics_from_this_seed,last_delta,last_neighbor_z,timestamp,clase_objetivo
wdbc,0,False,5,25.0,75.0,75.0,entropia,2d,1.0,0.2,0.4,0.7219280948873623,,False,True,0.0,0.0,"[383, 340, 346, 85, 15]",,"[383, 340, 346, 85, 8]",,2,1.9310291903366734,0,,,2025-09-29T00:37:37.365513,1
wdbc,3,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[387, 444, 314, 373, 96]",,"[387, 444, 314, 373, 96]",,2,4.158799051101398,0,,,2025-09-29T00:37:37.365513,1
wdbc,4,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[189, 454, 293, 109, 377]",,"[189, 454, 293, 109, 377]",,2,2.765618588919533,0,,,2025-09-29T00:37:37.366021,1
wdbc,5,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[24, 268, 170, 229, 95]",,"[24, 268, 170, 229, 95]",,2,13.973901799869077,1,0.4329311706285884,24.0,2025-09-29T00:37:37.366021,1
wdbc,7,False,5,25.0,75.0,75.0,entropia,2d,1.0,0.2,0.0,0.7219280948873623,,False,True,0.0,0.0,"[257, 295, 26, 56, 290]",,"[257, 26, 56, 290, 310]",,2,2.1290879073336044,0,,,2025-09-29T00:37:37.366021,1
wdbc,8,False,5,25.0,75.0,75.0,entropia,2d,1.0,0.4,0.6,0.9709505944546688,,False,True,0.0,0.0,"[58, 346, 53, 441, 84]",,"[58, 346, 53, 369, 0]",,2,1.7858993453005365,0,,,2025-09-29T00:37:37.366021,1
wdbc,9,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[286, 152, 196, 4, 329]",,"[286, 152, 196, 4, 329]",,2,3.064696362186613,0,,,2025-09-29T00:37:37.366021,1
wdbc,10,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[131, 61, 212, 454, 270]",,"[131, 61, 212, 454, 270]",,2,3.3237751173204066,0,,,2025-09-29T00:37:37.366021,1
wdbc,11,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[110, 283, 221, 29, 136]",,"[110, 283, 221, 29, 136]",,2,3.7295344474234504,0,,,2025-09-29T00:37:37.366021,1
wdbc,13,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[106, 414, 435, 380, 179]",,"[106, 414, 435, 380, 179]",,2,3.190882849225537,0,,,2025-09-29T00:37:37.366021,1
wdbc,22,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[293, 318, 199, 377, 410]",,"[293, 318, 199, 377, 410]",,2,3.33330983713227,1,0.43467293070155444,293.0,2025-09-29T00:37:37.366021,1
wdbc,24,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[5, 221, 29, 229, 315]",,"[5, 221, 29, 229, 315]",,2,12.758660121459268,0,,,2025-09-29T00:37:37.366021,1
wdbc,26,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.4,0.0,,True,True,0.0,0.0,"[257, 290, 281, 310, 56]",,"[257, 290, 281, 310, 56]",,2,1.9713535589875961,0,,,2025-09-29T00:37:37.366021,1
wdbc,28,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[329, 178, 33, 380, 179]",,"[329, 178, 33, 380, 179]",,2,2.525921641869262,0,,,2025-09-29T00:37:37.366021,1
wdbc,29,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[110, 283, 136, 229, 28]",,"[110, 283, 136, 229, 28]",,2,2.8674885573782056,0,,,2025-09-29T00:37:37.366021,1
wdbc,32,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[421, 362, 368, 294, 237]",,"[421, 362, 368, 294, 237]",,2,8.44988172949529,0,,,2025-09-29T00:37:37.366021,1
wdbc,33,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[286, 179, 329, 68, 28]",,"[286, 179, 329, 68, 28]",,2,2.18291802038063,2,0.5843748470046234,286.0,2025-09-29T00:37:37.366021,1
wdbc,37,False,5,25.0,75.0,75.0,entropia,2d,1.0,0.6,0.0,0.9709505944546688,,False,True,0.0,0.0,"[270, 383, 166, 453, 36]",,"[270, 383, 53, 65, 318]",,2,3.073374779076887,0,,,2025-09-29T00:37:37.366021,1
wdbc,40,False,5,25.0,75.0,75.0,entropia,2d,1.0,0.2,0.0,0.7219280948873623,,False,True,0.0,0.0,"[99, 65, 43, 96, 265]",,"[65, 43, 96, 265, 184]",,2,2.432317181652187,0,,,2025-09-29T00:37:37.366021,1
wdbc,43,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.8,0.0,,True,True,0.0,0.0,"[52, 354, 127, 395, 65]",,"[52, 354, 127, 395, 65]",,2,1.846257876701924,3,0.40508382534881904,354.0,2025-09-29T00:37:37.366021,1
wdbc,45,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,0.0,0.0,,True,True,0.0,0.0,"[68, 275, 322, 326, 265]",,"[68, 275, 322, 326, 265]",,2,3.05009238450375,0,,,2025-09-29T00:37:37.366021,1
wdbc,52,True,5,25.0,75.0,75.0,entropia,2d,1.0,0.0,1.0,0.0,,True,True,0.0,0.0,"[127, 43, 354, 54, 326]",,"[127, 43, 354, 54, 326]",,2,1.4193735527061333,0,,,2025-09-29T00:37:37.366021,1
